Patient_ID,Features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,368809,1,2,126,155,180,90,8,3,195,2741,143,2,116,5,218,92,124,187,2,1,11,1,1,13,22,1,2,3974,8,78,284,254,3,9,8,1,1,1,80,1,4,10,1,10,27,59,19,1,1,7,16,228,32,45,42,4,15,2,19,4438,341,1,11,1,283,1,78,18,16,12,4,46,11,8,18,8,17,20,4,5,2,10014,10,40,32,671,78,54,1,189,1,5,13,38,5,10,20,1,1,1,16,8,9,35,4,2166,28,78,8,24,14,6,11,6,24,1614,88,36,4,14,15,31,13,75,5,21,236,2,10,99,278,0,0,0,0,0,0,0,0,0,0
318,319026,1,182,434,351,1,253,132,198,92,269,2829,110,2,478,1,392,122,83,210,90,31,1,10,1,1,1,24,102,25,23,22,16055,145,213,460,458,3,74,1,35,1,30,12,98,1,12,4,11,1,11,29,73,20,1,16,22,328,29,113,50,6,15,89,90,1,16186,26,543,20,154,24,463,28,219,20,26,9,21,66,1,47,12,9,19,89,77,10,80,73,69,2,29876,6,112,40,1405,95,60,316,2,5,11,42,6,12,15,1,14,1,85,17,19,33,4,2112,35,140,4,17,24,2,11,2,25,1613,66,41,65,25,7,31,10,145,8,24,669,2,7,110,331,0
322,279914,1,416,751,799,315,119,462,102,318,2789,105,2,771,1,410,116,97,212,380,57,1,11,1,1,15,402,43,67,25,28183,216,328,510,461,3,491,73,1,1,72,22,147,1,16,5,11,8,27,54,18,1,8,15,349,26,117,43,1,3,16,372,434,29140,58,571,36,205,29,488,42,325,17,23,9,61,135,41,12,6,18,137,138,23,91,137,119,3,39444,13,106,32,1581,132,52,315,2,4,8,35,8,9,19,12,1,78,9,16,30,4,2018,85,147,7,16,15,4,12,4,22,1624,84,87,84,19,13,27,10,133,6,22,678,2,4,102,265,0,0,0,0,0,0
323,262330,1,430,917,751,385,109,421,192,398,3229,78,2,912,5,759,118,83,237,486,139,1,10,1,1,1,10,667,114,105,80,32623,181,264,462,668,3,588,126,1,1,113,74,274,1,63,2,7,1,10,26,50,17,1,1,5,13,401,29,174,36,4,15,501,681,32638,119,524,106,179,80,657,1,128,290,16,11,10,168,200,42,8,8,14,287,213,64,204,193,196,2,44081,8,178,25,1808,263,46,1,334,2,6,13,33,3,10,17,1,65,148,6,7,32,3,1976,120,287,7,23,12,5,9,5,21,1591,67,125,119,10,12,28,11,281,6,18,1103,2,10,77,239,0,0
324,267236,1,478,904,782,442,124,501,169,440,2973,65,2,923,4,625,109,83,232,440,131,1,8,1,1,1,10,555,122,113,74,33192,207,306,505,570,3,554,122,1,119,69,212,1,46,2,7,1,9,25,49,16,1,1,5,12,371,25,148,32,4,14,468,588,33651,128,557,98,208,65,577,1,102,319,15,11,8,119,174,41,8,7,14,257,171,43,122,195,188,2,39541,7,146,24,1579,214,44,1,363,2,6,10,32,3,9,15,1,49,118,6,7,29,3,1865,133,195,6,19,12,4,9,4,20,1591,55,140,126,10,9,25,10,175,6,17,739,2,9,71,223,0,0,0
325,267694,1,458,824,751,393,148,505,171,412,2916,101,2,856,5,556,116,90,210,474,109,1,12,1,1,1,14,558,100,122,60,32767,214,302,519,552,3,602,146,1,1,148,69,227,1,43,4,11,1,10,30,63,20,1,1,8,17,422,33,174,46,4,15,454,540,33580,109,577,104,200,63,574,1,107,275,19,17,12,138,151,48,12,8,18,272,171,64,126,168,164,2,39077,10,173,34,1609,233,57,1,370,2,6,14,40,5,10,20,1,57,1,139,9,11,37,4,1923,124,207,8,24,16,6,12,6,25,1622,91,139,141,16,15,33,13,202,6,22,925,2,10,106,295,0
326,287898,1,419,800,694,409,106,434,124,422,3046,111,2,863,3,539,111,114,203,354,68,1,10,1,1,1,14,392,53,61,33,26634,199,275,491,579,3,350,80,1,71,25,162,1,25,4,11,1,8,28,60,18,1,8,16,334,28,124,41,4,13,350,393,26220,62,536,54,172,40,567,59,246,17,17,10,53,97,44,12,6,18,139,110,31,110,100,98,2,35510,8,137,31,1524,144,52,311,2,6,11,38,5,8,15,1,28,1,106,9,11,33,4,2066,60,157,5,17,16,3,12,3,23,1623,70,74,82,16,10,29,11,157,6,20,726,2,9,94,268,0,0,0,0,0
327,268258,1,451,857,675,387,118,456,151,400,3173,89,2,898,3,662,123,90,194,436,138,1,8,1,1,1,10,575,124,121,76,32828,188,251,430,677,3,538,121,1,106,74,226,1,67,2,7,1,8,24,47,15,1,5,12,383,24,191,31,4,13,452,587,32378,111,478,115,186,83,663,132,276,14,11,8,115,156,38,8,6,14,291,151,48,185,163,164,2,39880,6,155,22,1626,218,41,338,2,6,10,31,3,8,12,1,60,136,6,7,28,3,1929,118,242,4,16,12,2,9,2,19,1592,46,130,140,10,7,24,9,251,6,16,935,2,9,65,212,0,0,0,0,0,0
328,283403,1,414,678,622,303,143,439,137,341,2860,94,2,736,1,493,120,91,209,426,74,1,10,1,14,525,65,108,36,26885,144,244,437,545,3,436,87,1,81,32,208,1,47,5,10,9,25,51,18,1,7,14,358,27,158,41,2,4,17,437,495,26383,76,495,67,148,41,540,72,222,17,23,9,104,127,42,12,7,18,224,126,42,138,117,108,4,38818,15,151,31,1683,193,53,318,1,3,7,34,8,10,22,44,1,126,8,15,30,5,2067,93,227,8,19,13,5,12,5,22,1617,91,101,77,18,15,27,11,243,6,23,1017,2,4,98,264,0,0,0,0,0,0,0,0
329,293005,1,396,768,636,358,117,383,123,344,3123,72,2,820,4,568,132,77,218,410,64,1,8,1,1,1,10,481,59,85,63,23838,112,184,371,636,3,404,89,1,78,74,167,1,49,2,7,1,9,25,49,16,1,1,5,12,274,25,146,32,4,14,436,492,23240,68,429,68,94,67,603,1,79,171,15,11,8,76,82,41,8,7,14,152,82,41,142,83,73,2,36046,7,166,24,1713,169,44,1,252,2,6,10,32,3,9,15,1,46,144,6,7,29,3,2060,73,204,6,19,12,4,9,4,20,1591,55,79,58,10,9,25,10,207,6,17,936,2,9,71,223,0,0,0
333,293777,1,535,891,818,353,115,587,111,353,2992,85,2,921,5,493,117,83,226,586,82,1,10,1,1,1,10,689,77,91,50,28567,106,194,386,462,3,614,96,2,1,71,33,195,1,29,3,7,1,11,28,52,19,1,1,5,13,316,30,90,39,4,15,571,662,28396,85,443,79,108,36,482,1,98,175,18,12,11,97,91,45,8,9,14,124,95,22,71,107,92,2,25208,9,90,27,1247,190,50,1,269,2,6,13,36,4,11,19,1,33,60,6,7,34,3,1962,125,134,8,25,12,6,9,6,23,1590,73,129,32,11,15,30,11,118,6,20,563,2,10,84,257,0,0
335,272147,1,482,904,794,361,116,450,163,379,3056,83,2,814,5,617,125,64,222,558,93,1,10,1,1,1,10,589,84,107,71,29032,188,263,404,571,3,672,134,1,1,95,66,237,1,51,2,7,1,10,26,50,17,1,1,5,13,345,29,173,36,4,15,525,629,30142,104,473,97,199,72,573,1,116,260,16,11,10,160,151,42,8,8,14,293,145,56,163,166,156,2,41891,8,167,25,1710,255,46,1,311,2,6,13,33,3,10,17,1,49,141,6,7,32,3,2000,91,210,7,23,12,5,9,5,21,1591,67,88,108,10,12,28,11,224,6,18,1032,2,10,77,239,0,0
340,281802,1,445,772,696,1,354,114,448,178,380,2947,121,2,793,1,482,109,114,191,354,61,1,10,1,1,1,24,435,55,70,30,29404,194,303,501,506,3,389,1,61,1,51,26,146,1,20,4,11,1,11,29,73,20,1,16,22,400,29,118,50,6,15,336,413,1,29102,62,589,63,180,35,547,68,281,20,26,9,65,139,1,47,12,9,19,180,139,18,98,136,148,2,35774,6,123,40,1441,138,60,373,2,5,11,42,6,12,15,1,21,1,86,17,19,33,4,1949,105,155,4,17,24,2,11,2,25,1613,66,109,111,25,7,31,10,144,8,24,726,2,7,110,331,0
341,268313,1,448,905,669,436,145,467,158,418,3149,74,2,934,5,661,126,61,230,476,133,1,10,1,1,1,10,627,104,107,67,32318,191,259,451,666,3,464,123,1,1,91,75,255,1,63,2,7,1,10,26,50,17,1,1,5,13,378,29,163,36,4,15,469,608,32393,108,519,94,199,80,661,1,119,275,16,11,10,135,133,42,8,8,14,263,148,50,158,152,163,2,39978,8,182,25,1649,233,46,1,338,2,6,13,33,3,10,17,1,53,137,6,7,32,3,1967,130,252,7,23,12,5,9,5,21,1591,67,126,115,10,12,28,11,280,6,18,895,2,10,77,239,0,0
349,273525,1,556,978,853,434,136,548,171,425,3066,77,2,976,1,609,131,70,226,622,125,1,11,1,1,12,664,104,124,77,31957,140,222,430,615,3,666,129,1,1,127,67,218,1,42,3,7,10,27,45,18,1,5,11,347,26,130,38,2,4,20,587,686,32231,133,473,124,138,77,569,139,237,17,19,7,139,118,43,9,8,16,226,129,46,111,123,114,4,35332,15,143,26,1629,216,49,314,2,4,8,33,7,11,20,46,118,6,13,30,4,1925,134,174,7,19,11,4,11,4,22,1595,72,136,75,14,12,27,10,171,7,22,827,2,4,79,247,0,0,0,0,0,0,0
352,361767,1,4,153,184,183,145,3,8,201,2733,70,2,164,4,276,131,82,221,2,2,1,9,1,1,13,20,1,2,4,5480,12,88,287,340,3,12,7,1,11,79,1,4,10,1,9,26,58,18,1,1,7,15,223,28,56,38,4,14,5,19,5331,1,345,2,12,4,330,1,3,97,17,16,10,1,8,45,11,7,18,9,18,5,41,16,14,2,13871,9,62,31,921,80,52,1,192,1,5,10,37,5,9,18,1,4,1,37,8,9,32,4,2166,25,86,7,20,14,5,11,5,23,1614,76,34,6,14,12,28,12,91,5,20,350,2,9,93,262,0,0,0,0,0
356,265921,1,440,810,787,395,140,507,181,405,2886,78,2,836,5,557,152,81,229,423,114,1,12,1,1,1,14,520,99,109,54,32323,229,353,543,565,3,551,103,2,1,101,58,195,1,32,5,11,1,11,32,65,22,1,1,8,17,426,34,158,49,4,15,434,496,31735,106,592,101,236,55,610,1,111,371,21,18,13,118,227,51,12,9,18,251,228,43,151,187,178,2,43029,11,159,36,1726,195,61,1,378,2,6,14,43,6,11,22,1,31,1,143,9,11,39,4,1938,122,230,9,26,16,7,12,7,27,1621,97,131,122,17,18,35,13,206,6,24,882,2,10,113,313,0
357,295898,1,554,886,739,407,139,587,138,425,2963,108,2,934,2,519,99,97,207,530,70,1,11,1,1,1,15,622,63,87,39,27429,100,184,443,499,3,522,1,89,1,81,26,201,1,17,5,11,1,12,28,65,19,1,8,15,341,25,105,46,5,15,540,634,27105,71,472,62,107,48,495,78,207,18,20,14,112,70,50,11,8,21,153,85,26,66,80,80,1,25219,8,103,34,1297,198,56,300,2,6,13,40,7,10,20,24,1,62,9,13,34,3,2009,124,146,4,17,15,2,11,4,23,1629,82,135,38,19,12,31,16,136,6,24,576,3,6,107,287,0,0,0,0,0
358,297093,1,499,693,668,258,99,520,65,282,2774,120,2,710,3,335,105,119,176,462,48,1,9,1,1,13,559,50,71,15,28723,111,197,412,348,3,479,68,75,21,154,1,12,4,10,1,8,25,57,17,1,7,15,317,27,83,37,4,13,440,550,28672,58,439,45,121,11,366,50,209,16,16,10,52,96,42,11,6,18,103,110,14,62,86,86,2,24265,8,79,29,1097,144,49,276,1,5,10,36,5,8,15,1,9,1,51,8,9,31,4,1937,127,117,5,17,14,3,11,3,22,1615,67,137,51,14,10,27,11,112,5,19,513,2,9,87,251,0,0,0,0,0,0,0
360,279222,1,408,813,614,392,134,402,127,360,3102,78,2,783,2,573,119,71,226,395,112,1,9,1,1,1,11,493,96,120,67,30085,177,249,464,597,3,431,1,125,1,105,59,218,1,61,3,7,1,12,24,52,16,1,5,11,387,21,147,36,5,15,422,539,31070,122,499,87,188,61,625,99,259,15,14,12,108,176,44,7,8,17,236,184,53,108,180,184,1,34536,6,151,25,1349,222,46,349,2,6,12,33,5,10,17,59,143,6,9,29,2,1949,113,235,3,16,11,1,8,3,19,1598,58,127,125,13,9,26,14,233,6,20,704,3,6,78,231,0,0,0,0,0,0
361,261022,1,454,904,723,400,119,437,189,404,3172,67,2,833,3,710,125,54,239,508,155,1,8,1,1,1,10,629,131,126,100,31913,171,266,423,610,3,596,152,1,153,102,264,1,73,2,7,1,8,24,47,15,1,5,12,357,24,191,31,4,13,488,656,33861,144,454,149,208,107,656,152,287,14,11,8,205,195,38,8,6,14,335,198,102,198,175,188,2,45008,6,189,22,1791,263,41,340,2,6,10,31,3,8,12,1,87,187,6,7,28,3,1992,137,297,4,16,12,2,9,2,19,1592,46,138,107,10,7,24,9,267,6,16,1091,2,9,65,212,0,0,0,0,0,0
363,291946,1,425,739,733,312,145,464,105,340,2847,84,2,732,1,467,143,78,226,460,74,1,13,1,1,16,492,56,75,38,24425,138,211,441,501,3,547,87,1,1,84,34,149,1,30,5,11,10,31,58,21,1,8,15,361,30,160,48,2,4,20,475,492,24086,70,515,53,121,40,523,67,232,20,25,9,67,83,49,13,8,20,113,90,18,130,114,98,4,35499,17,159,35,1666,151,60,312,2,4,9,40,9,11,23,18,1,140,9,17,35,5,2051,89,162,8,20,15,5,14,5,26,1626,96,93,48,20,15,32,12,161,7,26,840,2,4,108,303,0,0,0,0,0,0
364,295001,1,151,421,365,315,122,158,141,336,2911,44,2,409,3,530,135,51,242,139,96,1,7,2,1,10,168,82,62,61,22011,193,257,427,557,3,120,86,1,59,1,60,141,1,59,2,7,5,21,37,12,1,1,4,9,328,19,152,24,4,15,164,198,21971,65,446,77,171,60,576,1,86,253,11,11,6,88,160,29,8,3,13,188,165,49,175,176,167,2,40007,8,181,18,1563,141,31,1,292,2,5,7,21,4,5,7,1,53,180,5,6,22,3,2032,63,220,3,10,11,1,8,1,15,1600,36,71,102,9,5,18,8,245,6,12,822,2,7,60,167,0,0,0,0
366,271113,1,506,773,750,359,164,527,118,343,2789,77,2,829,1,448,141,69,232,463,108,1,13,1,1,16,588,100,109,43,33504,208,300,517,499,3,518,112,1,1,121,63,209,1,46,5,11,10,31,59,21,1,1,8,15,456,30,139,48,2,4,20,483,609,33331,125,588,96,188,45,522,98,282,20,25,9,89,186,49,13,8,20,198,178,46,121,189,180,4,36190,17,143,35,1469,231,60,418,2,4,9,40,9,11,23,35,1,143,9,17,35,5,1924,135,185,8,20,15,5,14,5,26,1626,96,149,105,20,15,32,12,172,7,26,729,2,4,108,303,0,0,0,0,0
368,307411,1,120,342,337,274,148,115,88,296,2909,58,2,376,1,477,158,73,244,75,50,1,16,1,1,17,108,38,38,31,17112,139,211,442,582,3,75,40,1,1,50,42,124,1,34,5,11,11,32,59,22,1,8,15,393,32,175,52,3,4,27,80,108,17072,40,496,39,145,38,578,48,219,21,28,9,47,116,53,14,9,22,156,133,43,165,113,105,5,37565,19,162,36,1716,128,64,332,2,4,9,41,11,12,25,29,1,128,9,18,37,6,2107,59,258,8,23,15,5,15,5,27,1631,106,66,102,21,16,34,15,235,7,28,1009,2,4,114,319,0,0,0,0,0,0
369,360014,1,5,146,203,197,144,8,10,208,2722,62,2,178,1,309,125,83,236,2,4,1,10,1,14,20,3,3,4,5706,14,74,286,342,3,8,7,1,2,6,81,1,3,5,10,8,24,50,17,1,7,14,230,25,56,39,1,3,16,5,17,5466,3,332,2,18,5,326,8,95,16,22,9,3,9,39,11,6,18,19,19,3,53,5,8,3,15145,13,63,30,972,71,49,186,1,3,7,33,8,9,19,7,1,36,8,14,28,4,2166,29,91,7,16,13,4,11,4,21,1616,81,36,11,17,13,25,10,91,5,21,380,2,4,95,248,0,0,0,0,0,0,0,0
370,274803,1,517,869,735,419,167,548,185,450,3025,63,2,929,1,640,148,67,236,510,132,1,13,1,1,16,671,123,118,57,30653,157,251,460,588,3,481,116,1,1,130,70,306,1,56,5,11,10,31,58,21,1,8,15,401,30,140,48,2,4,20,540,713,30167,116,521,99,117,58,578,107,232,20,25,9,158,114,49,13,8,20,289,134,69,128,139,141,4,36671,17,138,35,1733,309,61,364,2,4,9,40,9,11,23,48,1,113,9,17,35,5,2032,144,256,8,20,15,5,14,5,26,1626,96,151,89,20,15,32,12,252,7,26,983,2,4,108,303,0,0,0,0,0,0
375,293936,1,573,869,743,357,118,590,98,359,2870,122,2,918,3,373,104,122,176,447,55,1,10,1,1,1,14,574,52,71,23,30792,127,211,450,440,3,488,75,1,53,30,159,1,14,4,11,1,8,28,60,18,1,8,16,322,28,75,41,4,13,488,612,30948,65,509,54,103,21,441,62,200,17,17,10,46,86,44,12,6,18,94,94,17,59,93,89,2,21699,8,75,31,1060,159,52,314,2,6,11,38,5,8,15,1,11,1,49,9,11,33,4,1905,152,99,5,17,16,3,12,3,23,1623,70,154,44,16,10,29,11,106,6,20,428,2,9,94,268,0,0,0,0,0
378,266324,1,453,815,720,385,139,429,152,385,3080,70,2,834,5,631,125,63,228,431,131,1,10,1,1,1,10,529,98,111,74,31975,211,270,494,610,3,562,139,1,1,111,78,246,1,65,2,7,1,10,26,50,17,1,1,5,13,419,29,163,36,4,15,467,590,32853,103,553,98,213,81,604,1,103,282,16,11,10,142,177,42,8,8,14,241,175,52,178,176,184,2,42172,8,168,25,1633,259,46,1,382,2,6,13,33,3,10,17,1,51,145,6,7,32,3,1927,118,221,7,23,12,5,9,5,21,1591,67,126,115,10,12,28,11,224,6,18,904,2,10,77,239,0,0
379,332870,1,79,311,250,252,147,82,45,248,2787,63,2,316,1,367,134,80,230,35,15,1,10,1,14,42,11,24,23,10945,69,148,355,456,3,21,14,1,19,25,97,1,4,5,10,8,24,50,17,1,7,14,254,25,107,39,1,3,16,34,51,11119,15,380,21,77,26,484,27,172,16,22,9,18,49,39,11,6,18,42,58,16,90,43,45,3,28050,13,103,30,1552,87,49,224,1,3,7,33,8,9,19,14,1,75,8,14,28,4,2173,30,145,7,16,13,4,11,4,21,1616,81,36,22,17,13,25,10,147,5,21,831,2,4,95,248,0,0,0,0,0,0,0,0
380,349675,1,15,179,215,180,120,13,16,209,2736,88,2,167,3,310,120,80,211,10,8,1,8,1,1,13,19,5,6,16,6590,22,102,265,361,3,21,18,9,1,21,84,1,9,4,10,5,22,46,14,1,1,6,12,199,22,75,30,4,15,9,23,7659,7,340,7,29,8,391,1,11,109,13,16,8,7,26,33,11,3,17,9,33,11,64,24,27,2,21610,10,71,25,1303,71,39,1,190,1,4,7,26,6,5,10,1,12,1,56,7,8,25,4,2183,22,110,4,11,13,2,10,2,18,1623,57,33,6,13,8,21,10,109,5,15,636,2,7,82,206,0,0,0,0
383,283784,1,512,786,852,339,145,542,125,354,2794,72,2,842,1,466,129,80,244,521,69,1,15,1,16,595,57,69,31,27169,140,270,450,480,3,608,79,1,65,26,160,1,23,5,10,11,29,55,21,1,7,14,380,31,116,48,3,4,27,501,578,27052,58,545,58,139,25,490,75,267,20,27,9,81,123,51,13,9,22,120,110,17,111,110,100,5,37131,19,124,34,1737,168,61,310,1,3,8,39,11,12,25,21,1,90,8,16,35,6,1968,124,162,8,23,13,5,14,5,26,1623,103,130,47,19,16,32,15,146,6,27,815,2,4,107,302,0,0,0,0,0,0,0,0
385,318015,1,466,684,610,256,79,465,63,261,2854,149,2,711,1,323,91,142,167,368,15,1,10,1,1,1,22,427,16,22,9,22737,87,172,412,371,3,388,1,28,1,28,6,103,1,3,4,11,1,10,28,70,19,1,1,15,19,283,28,60,48,6,15,364,430,22503,26,485,23,93,6,364,26,172,18,25,9,10,26,45,12,8,18,36,40,2,30,38,38,2,17203,6,52,38,968,96,57,294,2,4,10,40,6,11,14,1,7,1,20,16,18,31,4,2049,86,88,4,16,23,2,11,2,23,1616,63,92,23,23,7,29,10,87,7,22,352,2,7,105,310,0,0,0
386,276192,1,510,852,767,395,163,536,187,378,2915,64,2,869,1,581,134,62,237,555,115,1,11,1,1,15,671,110,117,68,29691,145,238,425,526,3,587,135,1,1,120,74,221,1,52,5,11,8,27,54,18,1,8,15,370,26,148,43,1,3,16,548,665,30462,127,482,119,135,70,559,130,232,17,23,9,142,151,41,12,6,18,206,150,56,119,137,137,3,36907,13,143,32,1762,223,52,326,2,4,8,35,8,9,19,43,1,115,9,16,30,4,1976,139,218,7,16,15,4,12,4,22,1624,84,145,65,19,13,27,10,205,6,22,992,2,4,102,265,0,0,0,0,0,0
387,304528,1,504,819,681,319,121,529,93,326,2831,118,2,828,3,359,110,107,178,431,64,1,10,1,1,1,14,516,51,57,15,25590,98,209,416,447,3,452,54,1,49,17,132,1,12,4,11,1,8,28,60,18,1,8,16,294,28,74,41,4,13,461,547,25755,49,488,39,107,22,467,43,194,17,17,10,44,54,44,12,6,18,86,59,7,53,60,55,2,22398,8,74,31,1195,134,52,281,2,6,11,38,5,8,15,1,8,1,43,9,11,33,4,2000,109,99,5,17,16,3,12,3,23,1623,70,118,39,16,10,29,11,111,6,20,494,2,9,94,268,0,0,0,0,0
390,292661,1,485,727,811,284,122,515,98,309,2774,89,2,794,1,399,112,112,222,481,47,1,15,1,16,534,44,54,19,28074,133,251,446,461,3,568,56,1,48,16,143,1,8,5,10,11,29,55,21,1,7,14,360,31,86,48,3,4,27,464,525,26730,51,545,44,108,14,409,55,242,20,27,9,53,80,51,13,9,22,90,83,10,67,98,87,5,29653,19,76,34,1505,131,61,319,1,3,8,39,11,12,25,11,1,54,8,16,35,6,2033,90,110,8,23,13,5,14,5,26,1623,103,99,31,19,16,32,15,119,6,27,578,2,4,107,302,0,0,0,0,0,0,0,0
